image_id,filename,label 
1,1.jpg,0
2,2.jpg,1
3,3.jpg,0
4,4.jpg,0
5,5.jpg,0
6,6.jpg,0
7,7.jpg,1
8,8.jpg,0
9,9.jpg,0
10,10.jpg,0
11,11.jpg,0
12,12.jpg,0
13,13.jpg,0
14,14.jpg,0
15,15.jpg,0
16,16.jpg,0
17,17.jpg,0
18,18.jpg,0
19,19.jpg,0
20,20.jpg,0
21,21.jpg,0
22,22.jpg,0
23,23.jpg,0
24,24.jpg,0
25,25.jpg,0
26,26.jpg,0
27,27.jpg,0
28,28.jpg,0
29,29.jpg,0
30,30.jpg,0
31,31.jpg,0
32,32.jpg,0
33,33.jpg,0
34,34.jpg,0
35,35.jpg,0
36,36.jpg,0
37,37.jpg,0
38,38.jpg,0
39,39.jpg,0
40,40.jpg,0
41,41.jpg,0
42,42.jpg,0
43,43.jpg,0
44,44.jpg,0
45,45.jpg,0
46,46.jpg,0
47,47.jpg,0
48,48.jpg,0
49,49.jpg,0
50,50.jpg,0
51,51.jpg,0
52,52.jpg,0
53,53.jpg,0
54,54.jpg,0
55,55.jpg,0
56,56.jpg,1
57,57.jpg,0
58,58.jpg,0
59,59.jpg,0
60,60.jpg,0
61,61.jpg,0
62,62.jpg,0
63,63.jpg,1
64,64.jpg,0
65,65.jpg,0
66,66.jpg,0
67,67.jpg,0
68,68.jpg,0
69,69.jpg,0
70,70.jpg,0
71,71.jpg,0
72,72.jpg,0
73,73.jpg,0
74,74.jpg,0
75,75.jpg,0
76,76.jpg,0
77,77.jpg,0
78,78.jpg,0
79,79.jpg,0
80,80.jpg,0
81,81.jpg,0
82,82.jpg,0
83,83.jpg,0
84,84.jpg,0
85,85.jpg,0
86,86.jpg,0
87,87.jpg,0
88,88.jpg,0
89,89.jpg,0
90,90.jpg,0
91,91.jpg,0
92,92.jpg,0
93,93.jpg,0
94,94.jpg,0
95,95.jpg,0
96,96.jpg,0
97,97.jpg,0
98,98.jpg,0
99,99.jpg,0
100,100.jpg,0
101,101.jpg,0
102,102.jpg,0
103,103.jpg,0
104,104.jpg,0
105,105.jpg,0
106,106.jpg,0
107,107.jpg,0
108,108.jpg,0
109,109.jpg,0
110,110.jpg,0
111,111.jpg,0
112,112.jpg,0
113,113.jpg,0
114,114.jpg,0
115,115.jpg,0
116,116.jpg,0
117,117.jpg,0
118,118.jpg,0
119,119.jpg,0
120,120.jpg,0
121,121.jpg,0
122,122.jpg,0
123,123.jpg,0
124,124.jpg,0
125,125.jpg,0
126,126.jpg,0
127,127.jpg,0
128,128.jpg,0
129,129.jpg,0
130,130.jpg,0
131,131.jpg,0
132,132.jpg,0
133,133.jpg,0
134,134.jpg,0
135,135.jpg,0
136,136.jpg,0
137,137.jpg,0
138,138.jpg,0
139,139.jpg,0
140,140.jpg,0
141,141.jpg,0
142,142.jpg,0
143,143.jpg,0
144,144.jpg,0
145,145.jpg,0
146,146.jpg,0
147,147.jpg,0
148,148.jpg,0
149,149.jpg,0
150,150.jpg,0
151,151.jpg,0
152,152.jpg,0
153,153.jpg,0
154,154.jpg,0
155,155.jpg,0
156,156.jpg,0
157,157.jpg,0
158,158.jpg,0
159,159.jpg,0
160,160.jpg,0
161,161.jpg,0
162,162.jpg,0
163,163.jpg,0
164,164.jpg,0
165,165.jpg,0
166,166.jpg,0
167,167.jpg,0
168,168.jpg,0
169,169.jpg,0
170,170.jpg,1
171,171.jpg,0
172,172.jpg,0
173,173.jpg,0
174,174.jpg,0
175,175.jpg,0
176,176.jpg,0
177,177.jpg,0
178,178.jpg,0
179,179.jpg,0
180,180.jpg,0
181,181.jpg,0
182,182.jpg,0
183,183.jpg,0
184,184.jpg,0
185,185.jpg,0
